t		x	y	z	Vx	Vy	Vz		x	y	z	Vx	Vy	Vz
31380		-229986651	-279992130.2	-69994353.21	0.859023327	0.49658031	0.371721755		94604990.56	-103191661.3	79645028.64	430.1785678	-440.362057	769.7864487
31440		-229986599.4	-279992100.4	-69994330.9	0.860702681	0.497495031	0.372495951		94630801.27	-103218083.1	79691215.82	430.0420698	-440.4364055	769.723522
31500		-229986547.8	-279992070.5	-69994308.55	0.862382169	0.498409615	0.373270386		94656603.79	-103244509.3	79737399.24	429.905561	-440.5107429	769.660576
31560		-229986496	-279992040.6	-69994286.16	0.86406179	0.499324062	0.37404506		94682398.13	-103270939.9	79783578.87	429.7690414	-440.5850692	769.5976105
31620		-229986444.2	-279992010.6	-69994263.72	0.865741545	0.500238372	0.374819973		94708184.27	-103297375	79829754.73	429.6325109	-440.6593843	769.5346255
31680		-229986392.3	-279991980.6	-69994241.23	0.867421432	0.501152545	0.375595124		94733962.22	-103323814.6	79875926.8	429.4959697	-440.7336883	769.4716212
31740		-229986340.2	-279991950.6	-69994218.69	0.869101452	0.502066581	0.376370514		94759731.98	-103350258.6	79922095.1	429.3594176	-440.8079812	769.4085975
31800		-229986288.1	-279991920.4	-69994196.11	0.870781606	0.50298048	0.377146143		94785493.54	-103376707.1	79968259.62	429.2228546	-440.8822629	769.3455544
31860		-229986235.8	-279991890.3	-69994173.48	0.872461893	0.503894242	0.377922011		94811246.92	-103403160	80014420.35	429.0862809	-440.9565335	769.2824918
31920		-229986183.5	-279991860	-69994150.8	0.874142312	0.504807868	0.378698117		94836992.09	-103429617.4	80060577.3	428.9496964	-441.030793	769.2194099
31980		-229986131	-279991829.7	-69994128.08	0.875822865	0.505721356	0.379474462		94862729.07	-103456079.2	80106730.47	428.813101	-441.1050413	769.1563086
32040		-229986078.5	-279991799.4	-69994105.31	0.87750355	0.506634707	0.380251046		94888457.86	-103482545.5	80152879.84	428.6764949	-441.1792785	769.0931878
32100		-229986025.8	-279991769	-69994082.5	0.879184368	0.507547921	0.381027868		94914178.45	-103509016.3	80199025.44	428.539878	-441.2535046	769.0300477
32160		-229985973.1	-279991738.5	-69994059.64	0.880865319	0.508460998	0.381804929		94939890.84	-103535491.5	80245167.24	428.4032502	-441.3277195	768.9668882
32220		-229985920.2	-279991708	-69994036.73	0.882546403	0.509373937	0.382582228		94965595.04	-103561971.2	80291305.25	428.2666117	-441.4019232	768.9037093
32280		-229985867.3	-279991677.5	-69994013.77	0.88422762	0.51028674	0.383359767		94991291.03	-103588455.3	80337439.47	428.1299624	-441.4761158	768.8405109
32340		-229985814.2	-279991646.9	-69993990.77	0.885908969	0.511199405	0.384137543		95016978.83	-103614943.9	80383569.9	427.9933023	-441.5502973	768.7772932
32400		-229985761.1	-279991616.2	-69993967.72	0.88759045	0.512111934	0.384915559		95042658.43	-103641436.9	80429696.54	427.8566314	-441.6244676	768.7140561
32460		-229985707.8	-279991585.5	-69993944.63	0.889272065	0.513024325	0.385693812		95068329.83	-103667934.3	80475819.39	427.7199498	-441.6986268	768.6507997
32520		-229985654.4	-279991554.7	-69993921.49	0.890953812	0.513936578	0.386472305		95093993.03	-103694436.3	80521938.43	427.5832574	-441.7727748	768.5875238
32580		-229985601	-279991523.8	-69993898.3	0.892635691	0.514848695	0.387251035		95119648.02	-103720942.6	80568053.68	427.4465542	-441.8469116	768.5242285
32640		-229985547.4	-279991492.9	-69993875.06	0.894317703	0.515760674	0.388030005		95145294.81	-103747453.4	80614165.14	427.3098402	-441.9210373	768.4609139
32700		-229985493.8	-279991462	-69993851.78	0.895999847	0.516672516	0.388809212		95170933.4	-103773968.7	80660272.79	427.1731155	-441.9951518	768.3975799
32760		-229985440	-279991431	-69993828.45	0.897682124	0.51758422	0.389588658		95196563.79	-103800488.4	80706376.65	427.03638	-442.0692552	768.3342265
32820		-229985386.1	-279991399.9	-69993805.08	0.899364533	0.518495787	0.390368343		95222185.97	-103827012.6	80752476.7	426.8996338	-442.1433474	768.2708537
32880		-229985332.2	-279991368.8	-69993781.66	0.901047074	0.519407217	0.391148266		95247799.95	-103853541.2	80798572.95	426.7628768	-442.2174284	768.2074616
32940		-229985278.1	-279991337.7	-69993758.19	0.902729748	0.520318509	0.391928427		95273405.72	-103880074.2	80844665.4	426.6261091	-442.2914983	768.14405
33000		-229985224	-279991306.5	-69993734.67	0.904412553	0.521229664	0.392708827		95299003.29	-103906611.7	80890754.04	426.4893306	-442.3655569	768.0806192
33060		-229985169.7	-279991275.2	-69993711.11	0.906095491	0.522140682	0.393489465		95324592.65	-103933153.6	80936838.88	426.3525414	-442.4396044	768.0171689
33120		-229985115.3	-279991243.9	-69993687.5	0.907778561	0.523051562	0.394270341		95350173.8	-103959700	80982919.91	426.2157414	-442.5136408	767.9536992
33180		-229985060.9	-279991212.5	-69993663.84	0.909461763	0.523962304	0.395051456		95375746.75	-103986250.8	81028997.13	426.0789307	-442.587666	767.8902102
33240		-229985006.3	-279991181	-69993640.14	0.911145097	0.524872909	0.395832808		95401311.48	-104012806.1	81075070.55	425.9421093	-442.6616799	767.8267019
33300		-229984951.6	-279991149.5	-69993616.39	0.912828563	0.525783376	0.3966144		95426868.01	-104039365.8	81121140.15	425.8052772	-442.7356827	767.7631741
33360		-229984896.9	-279991118	-69993592.59	0.914512161	0.526693706	0.397396229		95452416.33	-104065929.9	81167205.94	425.6684343	-442.8096744	767.699627
33420		-229984842	-279991086.4	-69993568.75	0.916195891	0.527603898	0.398178296		95477956.43	-104092498.5	81213267.92	425.5315807	-442.8836548	767.6360606
33480		-229984787	-279991054.7	-69993544.86	0.917879753	0.528513953	0.398960602		95503488.33	-104119071.5	81259326.08	425.3947164	-442.957624	767.5724747
33540		-229984731.9	-279991023	-69993520.92	0.919563746	0.52942387	0.399743146		95529012.01	-104145649	81305380.43	425.2578413	-443.0315821	767.5088696
33600		-229984676.8	-279990991.3	-69993496.94	0.921247872	0.530333649	0.400525928		95554527.48	-104172230.9	81351430.96	425.1209556	-443.105529	767.445245
33660		-229984621.5	-279990959.4	-69993472.91	0.922932129	0.53124329	0.401308948		95580034.74	-104198817.2	81397477.67	424.9840592	-443.1794647	767.3816011
33720		-229984566.1	-279990927.6	-69993448.83	0.924616518	0.532152794	0.402092206		95605533.78	-104225408	81443520.57	424.847152	-443.2533892	767.3179379
33780		-229984510.6	-279990895.6	-69993424.7	0.926301038	0.53306216	0.402875703		95631024.61	-104252003.2	81489559.65	424.7102342	-443.3273024	767.2542553
33840		-229984455.1	-279990863.6	-69993400.53	0.92798569	0.533971389	0.403659437		95656507.23	-104278602.8	81535594.9	424.5733056	-443.4012045	767.1905533
33900		-229984399.4	-279990831.6	-69993376.31	0.929670473	0.534880479	0.40444341		95681981.62	-104305206.9	81581626.34	424.4363664	-443.4750954	767.126832
33960		-229984343.6	-279990799.5	-69993352.04	0.931355388	0.535789432	0.40522762		95707447.81	-104331815.4	81627653.95	424.2994165	-443.5489751	767.0630914
34020		-229984287.7	-279990767.4	-69993327.73	0.933040435	0.536698247	0.406012069		95732905.77	-104358428.3	81673677.73	424.1624559	-443.6228436	766.9993314
34080		-229984231.7	-279990735.2	-69993303.37	0.934725613	0.537606924	0.406796755		95758355.52	-104385045.7	81719697.69	424.0254846	-443.6967009	766.9355521
34140		-229984175.7	-279990702.9	-69993278.96	0.936410922	0.538515463	0.40758168		95783797.05	-104411667.5	81765713.82	423.8885026	-443.770547	766.8717534
34200		-229984119.5	-279990670.6	-69993254.51	0.938096363	0.539423864	0.408366842		95809230.36	-104438293.7	81811726.13	423.75151	-443.8443819	766.8079354
34260		-229984063.2	-279990638.2	-69993230	0.939781935	0.540332128	0.409152242		95834655.45	-104464924.4	81857734.61	423.6145066	-443.9182055	766.744098
34320		-229984006.8	-279990605.8	-69993205.45	0.941467638	0.541240253	0.409937881		95860072.32	-104491559.5	81903739.25	423.4774926	-443.992018	766.6802413
34380		-229983950.3	-279990573.3	-69993180.86	0.943153472	0.542148241	0.410723757		95885480.97	-104518199	81949740.07	423.340468	-444.0658192	766.6163653
34440		-229983893.7	-279990540.8	-69993156.22	0.944839438	0.54305609	0.411509871		95910881.4	-104544843	81995737.05	423.2034327	-444.1396092	766.5524699
34500		-229983837	-279990508.2	-69993131.52	0.946525534	0.543963801	0.412296223		95936273.6	-104571491.3	82041730.2	423.0663867	-444.213388	766.4885552
34560		-229983780.2	-279990475.6	-69993106.79	0.948211762	0.544871375	0.413082812		95961657.59	-104598144.2	82087719.51	422.9293301	-444.2871556	766.4246212
34620		-229983723.3	-279990442.9	-69993082	0.949898121	0.54577881	0.41386964		95987033.35	-104624801.4	82133704.99	422.7922628	-444.360912	766.3606679
34680		-229983666.4	-279990410.2	-69993057.17	0.951584611	0.546686107	0.414656705		96012400.88	-104651463	82179686.63	422.6551849	-444.4346571	766.2966952
34740		-229983609.3	-279990377.4	-69993032.29	0.953271231	0.547593266	0.415444008		96037760.19	-104678129.1	82225664.43	422.5180963	-444.508391	766.2327032
34800		-229983552.1	-279990344.5	-69993007.36	0.954957983	0.548500287	0.416231549		96063111.28	-104704799.6	82271638.39	422.3809971	-444.5821137	766.1686918
34860		-229983494.8	-279990311.6	-69992982.39	0.956644866	0.54940717	0.417019328		96088454.14	-104731474.5	82317608.51	422.2438873	-444.6558252	766.1046612
34920		-229983437.4	-279990278.6	-69992957.37	0.958331879	0.550313915	0.417807344		96113788.77	-104758153.9	82363574.79	422.1067668	-444.7295254	766.0406112
34980		-229983379.9	-279990245.6	-69992932.3	0.960019023	0.551220521	0.418595598		96139115.18	-104784837.7	82409537.23	421.9696357	-444.8032144	765.9765419
35040		-229983322.3	-279990212.5	-69992907.18	0.961706298	0.552126989	0.41938409		96164433.35	-104811525.9	82455495.82	421.832494	-444.8768921	765.9124533
35100		-229983264.6	-279990179.4	-69992882.02	0.963393703	0.553033319	0.420172819		96189743.3	-104838218.5	82501450.57	421.6953416	-444.9505586	765.8483454
35160		-229983206.8	-279990146.2	-69992856.81	0.96508124	0.553939511	0.420961786		96215045.03	-104864915.5	82547401.47	421.5581787	-445.0242139	765.7842181
35220		-229983148.9	-279990113	-69992831.55	0.966768906	0.554845565	0.42175099		96240338.52	-104891617	82593348.52	421.4210051	-445.0978579	765.7200716
35280		-229983090.8	-279990079.7	-69992806.25	0.968456704	0.55575148	0.422540432		96265623.78	-104918322.8	82639291.73	421.2838209	-445.1714907	765.6559057
35340		-229983032.7	-279990046.3	-69992780.9	0.970144632	0.556657256	0.423330112		96290900.81	-104945033.1	82685231.08	421.1466261	-445.2451123	765.5917205
35400		-229982974.5	-279990012.9	-69992755.5	0.97183269	0.557562895	0.424120029		96316169.6	-104971747.8	82731166.58	421.0094206	-445.3187226	765.527516
35460		-229982916.2	-279989979.5	-69992730.05	0.973520879	0.558468395	0.424910184		96341430.17	-104998467	82777098.23	420.8722046	-445.3923217	765.4632922
35520		-229982857.8	-279989946	-69992704.55	0.975209198	0.559373756	0.425700576		96366682.5	-105025190.5	82823026.03	420.734978	-445.4659095	765.3990491
35580		-229982799.3	-279989912.4	-69992679.01	0.976897647	0.560278979	0.426491206		96391926.6	-105051918.4	82868949.97	420.5977408	-445.539486	765.3347868
35640		-229982740.7	-279989878.8	-69992653.42	0.978586227	0.561184064	0.427282073		96417162.46	-105078650.8	82914870.06	420.460493	-445.6130513	765.2705051
35700		-229982682	-279989845.1	-69992627.79	0.980274937	0.56208901	0.428073178		96442390.09	-105105387.6	82960786.29	420.3232346	-445.6866054	765.2062041
35760		-229982623.2	-279989811.4	-69992602.1	0.981963777	0.562993818	0.42886452		96467609.49	-105132128.8	83006698.66	420.1859656	-445.7601481	765.1418838
35820		-229982564.2	-279989777.6	-69992576.37	0.983652748	0.563898487	0.429656099		96492820.65	-105158874.4	83052607.18	420.0486861	-445.8336797	765.0775442
35880		-229982505.2	-279989743.8	-69992550.59	0.985341849	0.564803018	0.430447916		96518023.57	-105185624.4	83098511.83	419.911396	-445.9071999	765.0131853
35940		-229982446.1	-279989709.9	-69992524.76	0.987031079	0.56570741	0.43123997		96543218.25	-105212378.9	83144412.62	419.7740953	-445.9807089	764.9488071
36000		-229982386.9	-279989676	-69992498.89	0.98872044	0.566611663	0.432032262		96568404.7	-105239137.7	83190309.55	419.636784	-446.0542067	764.8844096
36060		-229982327.5	-279989642	-69992472.97	0.990409931	0.567515778	0.432824791		96593582.9	-105265900.9	83236202.61	419.4994622	-446.1276931	764.8199929
36120		-229982268.1	-279989607.9	-69992447	0.992099551	0.568419754	0.433617557		96618752.87	-105292668.6	83282091.81	419.3621298	-446.2011684	764.7555568
36180		-229982208.6	-279989573.8	-69992420.98	0.993789302	0.569323592	0.43441056		96643914.6	-105319440.7	83327977.15	419.2247868	-446.2746323	764.6911015
36240		-229982149	-279989539.7	-69992394.92	0.995479182	0.570227291	0.435203801		96669068.09	-105346217.2	83373858.61	419.0874333	-446.3480849	764.6266268
36300		-229982089.2	-279989505.4	-69992368.8	0.997169193	0.571130851	0.435997279		96694213.33	-105372998	83419736.21	418.9500692	-446.4215263	764.5621329
36360		-229982029.4	-279989471.2	-69992342.64	0.998859333	0.572034272	0.436790994		96719350.34	-105399783.3	83465609.94	418.8126946	-446.4949564	764.4976198
36420		-229981969.5	-279989436.8	-69992316.44	1.000549603	0.572937555	0.437584947		96744479.1	-105426573	83511479.8	418.6753094	-446.5683753	764.4330873
36480		-229981909.4	-279989402.5	-69992290.18	1.002240002	0.573840699	0.438379136		96769599.62	-105453367.1	83557345.78	418.5379137	-446.6417828	764.3685355
36540		-229981849.3	-279989368	-69992263.88	1.003930531	0.574743704	0.439173563		96794711.89	-105480165.6	83603207.89	418.4005075	-446.7151791	764.3039645
36600		-229981789.1	-279989333.6	-69992237.53	1.00562119	0.57564657	0.439968227		96819815.92	-105506968.6	83649066.13	418.2630907	-446.7885641	764.2393742
36660		-229981728.7	-279989299	-69992211.13	1.007311979	0.576549297	0.440763128		96844911.71	-105533775.9	83694920.49	418.1256634	-446.8619378	764.1747646
36720		-229981668.3	-279989264.4	-69992184.68	1.009002897	0.577451886	0.441558266		96869999.25	-105560587.6	83740770.98	417.9882255	-446.9353002	764.1101358
36780		-229981607.8	-279989229.8	-69992158.19	1.010693944	0.578354335	0.442353641		96895078.54	-105587403.7	83786617.59	417.8507772	-447.0086513	764.0454877
36840		-229981547.1	-279989195.1	-69992131.65	1.012385121	0.579256646	0.443149254		96920149.59	-105614224.2	83832460.32	417.7133183	-447.0819911	763.9808203
36900		-229981486.4	-279989160.3	-69992105.06	1.014076427	0.580158818	0.443945103		96945212.39	-105641049.1	83878299.17	417.5758489	-447.1553197	763.9161337
36960		-229981425.5	-279989125.5	-69992078.42	1.015767863	0.581060851	0.444741189		96970266.94	-105667878.5	83924134.13	417.438369	-447.2286369	763.8514278
37020		-229981364.6	-279989090.6	-69992051.74	1.017459427	0.581962744	0.445537513		96995313.24	-105694712.2	83969965.22	417.3008786	-447.3019428	763.7867026
37080		-229981303.5	-279989055.7	-69992025.01	1.019151122	0.582864499	0.446334073		97020351.29	-105721550.3	84015792.42	417.1633776	-447.3752375	763.7219581
37140		-229981242.4	-279989020.8	-69991998.23	1.020842945	0.583766115	0.44713087		97045381.09	-105748392.8	84061615.74	417.0258662	-447.4485208	763.6571944
37200		-229981181.1	-279988985.7	-69991971.4	1.022534898	0.584667592	0.447927904		97070402.65	-105775239.7	84107435.17	416.8883442	-447.5217929	763.5924115
37260		-229981119.8	-279988950.7	-69991944.52	1.024226979	0.585568929	0.448725175		97095415.95	-105802091	84153250.72	416.7508118	-447.5950536	763.5276093
37320		-229981058.3	-279988915.5	-69991917.6	1.02591919	0.586470128	0.449522683		97120421	-105828946.7	84199062.37	416.6132689	-447.668303	763.4627878
37380		-229980996.8	-279988880.3	-69991890.63	1.02761153	0.587371187	0.450320428		97145417.79	-105855806.8	84244870.14	416.4757155	-447.7415412	763.3979471
37440		-229980935.1	-279988845.1	-69991863.61	1.029303999	0.588272107	0.45111841		97170406.33	-105882671.3	84290674.02	416.3381516	-447.814768	763.3330871
37500		-229980873.4	-279988809.8	-69991836.54	1.030996597	0.589172888	0.451916629		97195386.62	-105909540.2	84336474	416.2005772	-447.8879835	763.2682079
37560		-229980811.5	-279988774.4	-69991809.43	1.032689323	0.59007353	0.452715084		97220358.66	-105936413.5	84382270.09	416.0629923	-447.9611877	763.2033094
37620		-229980749.5	-279988739	-69991782.26	1.034382179	0.590974033	0.453513776		97245322.44	-105963291.2	84428062.29	415.925397	-448.0343805	763.1383917
37680		-229980687.5	-279988703.6	-69991755.05	1.036075163	0.591874396	0.454312705		97270277.96	-105990173.2	84473850.6	415.7877912	-448.1075621	763.0734547
37740		-229980625.3	-279988668.1	-69991727.79	1.037768277	0.592774621	0.455111871		97295225.23	-106017059.7	84519635	415.6501749	-448.1807323	763.0084985
37800		-229980563	-279988632.5	-69991700.49	1.039461519	0.593674705	0.455911274		97320164.24	-106043950.5	84565415.51	415.5125482	-448.2538912	762.9435231
37860		-229980500.7	-279988596.9	-69991673.13	1.041154889	0.594574651	0.456710913		97345094.99	-106070845.8	84611192.13	415.374911	-448.3270388	762.8785284
37920		-229980438.2	-279988561.2	-69991645.73	1.042848389	0.595474457	0.457510789		97370017.49	-106097745.4	84656964.84	415.2372633	-448.4001751	762.8135145
37980		-229980375.6	-279988525.5	-69991618.28	1.044542017	0.596374124	0.458310901		97394931.72	-106124649.4	84702733.65	415.0996052	-448.4733	762.7484813
38040		-229980313	-279988489.7	-69991590.78	1.046235773	0.597273651	0.459111251		97419837.7	-106151557.8	84748498.56	414.9619366	-448.5464137	762.6834289
38100		-229980250.2	-279988453.9	-69991563.23	1.047929658	0.598173039	0.459911836		97444735.42	-106178470.6	84794259.56	414.8242576	-448.6195159	762.6183573
38160		-229980187.3	-279988418	-69991535.64	1.049623672	0.599072288	0.460712659		97469624.87	-106205387.7	84840016.66	414.6865681	-448.6926069	762.5532664
38220		-229980124.3	-279988382	-69991508	1.051317814	0.599971397	0.461513718		97494506.07	-106232309.3	84885769.86	414.5488682	-448.7656865	762.4881563
38280		-229980061.3	-279988346	-69991480.31	1.053012084	0.600870367	0.462315014		97519379	-106259235.2	84931519.15	414.4111579	-448.8387548	762.423027
38340		-229979998.1	-279988310	-69991452.57	1.054706483	0.601769197	0.463116546		97544243.67	-106286165.6	84977264.53	414.2734371	-448.9118117	762.3578784
38400		-229979934.8	-279988273.9	-69991424.78	1.05640101	0.602667888	0.463918315		97569100.07	-106313100.3	85023006	414.135706	-448.9848573	762.2927106
38460		-229979871.4	-279988237.7	-69991396.95	1.058095666	0.603566439	0.46472032		97593948.22	-106340039.4	85068743.57	413.9979643	-449.0578916	762.2275236
38520		-229979807.9	-279988201.5	-69991369.06	1.059790449	0.604464851	0.465522561		97618788.09	-106366982.8	85114477.22	413.8602123	-449.1309145	762.1623174
38580		-229979744.3	-279988165.2	-69991341.13	1.061485361	0.605363123	0.46632504		97643619.71	-106393930.7	85160206.96	413.7224498	-449.203926	762.097092
38640		-229979680.7	-279988128.9	-69991313.15	1.063180401	0.606261255	0.467127754		97668443.05	-106420882.9	85205932.78	413.5846769	-449.2769263	762.0318473
38700		-229979616.9	-279988092.5	-69991285.12	1.064875569	0.607159248	0.467930705		97693258.13	-106447839.5	85251654.69	413.4468937	-449.3499151	761.9665834
38760		-229979553	-279988056.1	-69991257.05	1.066570865	0.608057101	0.468733893		97718064.95	-106474800.5	85297372.69	413.3091	-449.4228926	761.9013003
38820		-229979489	-279988019.6	-69991228.92	1.068266289	0.608954815	0.469537317		97742863.49	-106501765.9	85343086.77	413.1712958	-449.4958588	761.835998
38880		-229979424.9	-279987983.1	-69991200.75	1.069961842	0.609852388	0.470340977		97767653.77	-106528735.7	85388796.93	413.0334813	-449.5688136	761.7706765
38940		-229979360.7	-279987946.5	-69991172.53	1.071657522	0.610749822	0.471144874		97792435.78	-106555709.8	85434503.17	412.8956564	-449.6417571	761.7053358
39000		-229979296.4	-279987909.8	-69991144.26	1.073353329	0.611647117	0.471949006		97817209.52	-106582688.3	85480205.49	412.7578211	-449.7146892	761.6399759
39060		-229979232	-279987873.1	-69991115.95	1.075049265	0.612544271	0.472753376		97841974.99	-106609671.2	85525903.89	412.6199755	-449.7876099	761.5745967
39120		-229979167.5	-279987836.4	-69991087.58	1.076745329	0.613441286	0.473557981		97866732.19	-106636658.4	85571598.36	412.4821194	-449.8605193	761.5091984
39180		-229979102.9	-279987799.6	-69991059.17	1.07844152	0.614338161	0.474362823		97891481.11	-106663650.1	85617288.91	412.3442529	-449.9334173	761.4437808
39240		-229979038.2	-279987762.7	-69991030.71	1.080137839	0.615234896	0.475167901		97916221.77	-106690646.1	85662975.54	412.2063761	-450.0063039	761.378344
39300		-229978973.4	-279987725.8	-69991002.2	1.081834286	0.616131491	0.475973215		97940954.15	-106717646.4	85708658.24	412.0684889	-450.0791792	761.3128881
39360		-229978908.4	-279987688.8	-69990973.64	1.08353086	0.617027946	0.476778766		97965678.26	-106744651.2	85754337.01	411.9305913	-450.1520431	761.2474129
39420		-229978843.4	-279987651.8	-69990945.03	1.085227562	0.617924262	0.477584552		97990394.1	-106771660.3	85800011.86	411.7926833	-450.2248956	761.1819186
39480		-229978778.3	-279987614.7	-69990916.37	1.086924391	0.618820437	0.478390575		98015101.66	-106798673.8	85845682.77	411.654765	-450.2977368	761.116405
39540		-229978713.1	-279987577.6	-69990887.67	1.088621348	0.619716473	0.479196834		98039800.94	-106825691.7	85891349.76	411.5168363	-450.3705666	761.0508723
39600		-229978647.8	-279987540.4	-69990858.92	1.090318433	0.620612368	0.480003329		98064491.95	-106852713.9	85937012.81	411.3788972	-450.443385	760.9853204
39660		-229978582.4	-279987503.2	-69990830.12	1.092015644	0.621508124	0.48081006		98089174.69	-106879740.5	85982671.93	411.2409478	-450.516192	760.9197492
39720		-229978516.8	-279987465.9	-69990801.27	1.093712983	0.622403739	0.481617027		98113849.14	-106906771.5	86028327.11	411.1029881	-450.5889877	760.8541589
39780		-229978451.2	-279987428.6	-69990772.37	1.09541045	0.623299215	0.482424231		98138515.32	-106933806.8	86073978.36	410.965018	-450.6617719	760.7885494
39840		-229978385.5	-279987391.2	-69990743.43	1.097108044	0.62419455	0.48323167		98163173.22	-106960846.5	86119625.68	410.8270375	-450.7345448	760.7229207
39900		-229978319.7	-279987353.7	-69990714.43	1.098805765	0.625089746	0.484039345		98187822.85	-106987890.6	86165269.05	410.6890467	-450.8073063	760.6572729
39960		-229978253.7	-279987316.2	-69990685.39	1.100503613	0.625984801	0.484847257		98212464.19	-107014939	86210908.49	410.5510456	-450.8800564	760.5916058
40020		-229978187.7	-279987278.6	-69990656.3	1.102201588	0.626879716	0.485655404		98237097.25	-107041991.8	86256543.98	410.4130341	-450.9527951	760.5259196
40080		-229978121.6	-279987241	-69990627.16	1.10389969	0.627774491	0.486463787		98261722.03	-107069049	86302175.54	410.2750123	-451.0255225	760.4602142
40140		-229978055.4	-279987203.4	-69990597.97	1.10559792	0.628669126	0.487272406		98286338.54	-107096110.5	86347803.15	410.1369802	-451.0982384	760.3944896
40200		-229977989	-279987165.6	-69990568.74	1.107296276	0.62956362	0.488081262		98310946.75	-107123176.4	86393426.82	409.9989378	-451.1709429	760.3287459
40260		-229977922.6	-279987127.9	-69990539.45	1.10899476	0.630457974	0.488890353		98335546.69	-107150246.7	86439046.55	409.860885	-451.243636	760.2629829
40320		-229977856	-279987090	-69990510.12	1.11069337	0.631352188	0.48969968		98360138.34	-107177321.3	86484662.33	409.7228219	-451.3163178	760.1972008
40380		-229977789.4	-279987052.2	-69990480.74	1.112392107	0.632246262	0.490509242		98384721.71	-107204400.3	86530274.16	409.5847485	-451.3889881	760.1313995
40440		-229977722.7	-279987014.2	-69990451.31	1.114090972	0.633140196	0.491319041		98409296.8	-107231483.6	86575882.04	409.4466648	-451.4616471	760.0655791
40500		-229977655.8	-279986976.2	-69990421.83	1.115789962	0.634033989	0.492129075		98433863.6	-107258571.3	86621485.98	409.3085708	-451.5342946	759.9997395
40560		-229977588.9	-279986938.2	-69990392.3	1.11748908	0.634927642	0.492939345		98458422.11	-107285663.4	86667085.96	409.1704665	-451.6069307	759.9338807
40620		-229977521.8	-279986900.1	-69990362.72	1.119188324	0.635821154	0.493749851		98482972.34	-107312759.8	86712681.99	409.0323519	-451.6795554	759.8680028
40680		-229977454.7	-279986862	-69990333.1	1.120887696	0.636714526	0.494560593		98507514.28	-107339860.6	86758274.07	408.894227	-451.7521687	759.8021057
40740		-229977387.4	-279986823.8	-69990303.42	1.122587193	0.637607758	0.49537157		98532047.93	-107366965.7	86803862.2	408.7560918	-451.8247706	759.7361894
40800		-229977320.1	-279986785.5	-69990273.7	1.124286817	0.638500849	0.496182784		98556573.3	-107394075.2	86849446.37	408.6179463	-451.8973611	759.670254
40860		-229977252.6	-279986747.2	-69990243.93	1.125986568	0.6393938	0.496994232		98581090.38	-107421189	86895026.59	408.4797905	-451.9699401	759.6042994
40920		-229977185	-279986708.8	-69990214.11	1.127686446	0.64028661	0.497805917		98605599.16	-107448307.2	86940602.85	408.3416244	-452.0425078	759.5383257
40980		-229977117.4	-279986670.4	-69990184.24	1.129386449	0.64117928	0.498617837		98630099.66	-107475429.8	86986175.14	408.2034481	-452.115064	759.4723328
41040		-229977049.6	-279986631.9	-69990154.33	1.131086579	0.642071809	0.499429993		98654591.87	-107502556.7	87031743.48	408.0652615	-452.1876088	759.4063208
41100		-229976981.7	-279986593.4	-69990124.36	1.132786836	0.642964198	0.500242384		98679075.78	-107529687.9	87077307.86	407.9270646	-452.2601421	759.3402896
41160		-229976913.8	-279986554.8	-69990094.35	1.134487219	0.643856446	0.501055011		98703551.41	-107556823.6	87122868.28	407.7888575	-452.3326641	759.2742393
41220		-229976845.7	-279986516.2	-69990064.28	1.136187728	0.644748554	0.501867874		98728018.74	-107583963.5	87168424.74	407.65064	-452.4051746	759.2081698
41280		-229976777.5	-279986477.5	-69990034.17	1.137888363	0.645640521	0.502680972		98752477.78	-107611107.8	87213977.23	407.5124124	-452.4776737	759.1420811
41340		-229976709.3	-279986438.8	-69990004.01	1.139589125	0.646532347	0.503494305		98776928.52	-107638256.5	87259525.75	407.3741744	-452.5501614	759.0759734
41400		-229976640.9	-279986400	-69989973.8	1.141290013	0.647424033	0.504307874		98801370.97	-107665409.5	87305070.31	407.2359263	-452.6226376	759.0098465
41460		-229976572.4	-279986361.1	-69989943.54	1.142991026	0.648315578	0.505121679		98825805.13	-107692566.9	87350610.9	407.0976678	-452.6951024	758.9437004
41520		-229976503.8	-279986322.2	-69989913.23	1.144692166	0.649206982	0.505935719		98850230.99	-107719728.6	87396147.52	406.9593991	-452.7675557	758.8775352
41580		-229976435.2	-279986283.3	-69989882.88	1.146393432	0.650098246	0.506749994		98874648.55	-107746894.6	87441680.17	406.8211202	-452.8399977	758.8113509
41640		-229976366.4	-279986244.3	-69989852.47	1.148094824	0.650989368	0.507564505		98899057.82	-107774065	87487208.85	406.6828311	-452.9124281	758.7451475
41700		-229976297.5	-279986205.2	-69989822.02	1.149796342	0.65188035	0.508379251		98923458.79	-107801239.8	87532733.56	406.5445317	-452.9848472	758.6789249
41760		-229976228.5	-279986166.1	-69989791.52	1.151497985	0.652771192	0.509194233		98947851.46	-107828418.8	87578254.3	406.406222	-453.0572548	758.6126831
41820		-229976159.4	-279986126.9	-69989760.97	1.153199755	0.653661892	0.51000945		98972235.84	-107855602.3	87623771.06	406.2679022	-453.1296509	758.5464223
41880		-229976090.2	-279986087.7	-69989730.36	1.15490165	0.654552451	0.510824902		98996611.91	-107882790.1	87669283.85	406.1295721	-453.2020356	758.4801423
