t		x	y	z	Vx	Vy	Vz		x	y	z	Vx	Vy	Vz
10260		-229998593.7	-279999148.9	-69999423.83	0.27648259	0.166269738	0.114184689		85015698.52	-94173180.08	63161168.98	477.5274899	-413.5144074	790.7190663
10320		-229998577.1	-279999138.9	-69999416.98	0.278112394	0.167231154	0.114873628		85044350.17	-94197990.94	63208612.12	477.3950194	-413.5925513	790.6630694
10380		-229998560.5	-279999128.9	-69999410.09	0.279742346	0.168192442	0.115562812		85072993.88	-94222806.49	63256051.91	477.2625368	-413.6706848	790.6070524
10440		-229998543.7	-279999118.8	-69999403.15	0.281372446	0.169153601	0.116252242		85101629.63	-94247626.74	63303488.33	477.1300423	-413.7488079	790.5510156
10500		-229998526.8	-279999108.6	-69999396.18	0.283002694	0.170114632	0.116941918		85130257.43	-94272451.66	63350921.39	476.9975357	-413.8269205	790.4949587
10560		-229998509.8	-279999098.4	-69999389.16	0.28463309	0.171075535	0.117631838		85158877.28	-94297281.28	63398351.09	476.8650171	-413.9050227	790.438882
10620		-229998492.7	-279999088.1	-69999382.1	0.286263634	0.172036309	0.118322004		85187489.18	-94322115.58	63445777.42	476.7324864	-413.9831144	790.3827853
10680		-229998475.6	-279999077.8	-69999375	0.287894327	0.172996954	0.119012415		85216093.13	-94346954.57	63493200.39	476.5999437	-414.0611957	790.3266686
10740		-229998458.3	-279999067.4	-69999367.86	0.289525167	0.173957471	0.119703072		85244689.13	-94371798.24	63540619.99	476.467389	-414.1392665	790.270532
10800		-229998440.9	-279999057	-69999360.68	0.291156154	0.174917859	0.120393974		85273277.17	-94396646.59	63588036.22	476.3348223	-414.2173269	790.2143755
10860		-229998423.4	-279999046.5	-69999353.46	0.29278729	0.175878119	0.121085121		85301857.26	-94421499.63	63635449.08	476.2022435	-414.2953768	790.1581991
10920		-229998405.9	-279999036	-69999346.19	0.294418574	0.17683825	0.121776514		85330429.4	-94446357.36	63682858.57	476.0696528	-414.3734163	790.1020027
10980		-229998388.2	-279999025.3	-69999338.89	0.296050005	0.177798252	0.122468151		85358993.58	-94471219.76	63730264.69	475.93705	-414.4514453	790.0457863
11040		-229998370.4	-279999014.7	-69999331.54	0.297681584	0.178758126	0.123160034		85387549.8	-94496086.85	63777667.44	475.8044353	-414.5294638	789.9895501
11100		-229998352.6	-279999004	-69999324.15	0.29931331	0.179717871	0.123852163		85416098.06	-94520958.62	63825066.81	475.6718085	-414.6074719	789.9332939
11160		-229998334.6	-279998993.2	-69999316.72	0.300945184	0.180677487	0.124544536		85444638.37	-94545835.06	63872462.81	475.5391697	-414.6854696	789.8770178
11220		-229998316.6	-279998982.3	-69999309.25	0.302577206	0.181636975	0.125237154		85473170.72	-94570716.19	63919855.43	475.406519	-414.7634567	789.8207217
11280		-229998298.4	-279998971.4	-69999301.73	0.304209375	0.182596333	0.125930018		85501695.11	-94595602	63967244.68	475.2738562	-414.8414334	789.7644058
11340		-229998280.2	-279998960.5	-69999294.18	0.305841692	0.183555563	0.126623127		85530211.55	-94620492.49	64014630.54	475.1411815	-414.9193996	789.7080699
11400		-229998261.8	-279998949.5	-69999286.58	0.307474156	0.184514664	0.127316481		85558720.02	-94645387.65	64062013.03	475.0084948	-414.9973554	789.651714
11460		-229998243.4	-279998938.4	-69999278.94	0.309106768	0.185473636	0.12801008		85587220.53	-94670287.49	64109392.13	474.8757961	-415.0753007	789.5953383
11520		-229998224.8	-279998927.3	-69999271.26	0.310739527	0.18643248	0.128703924		85615713.07	-94695192.01	64156767.85	474.7430854	-415.1532355	789.5389426
11580		-229998206.2	-279998916.1	-69999263.54	0.312372433	0.187391194	0.129398013		85644197.66	-94720101.2	64204140.18	474.6103628	-415.2311598	789.482527
11640		-229998187.4	-279998904.8	-69999255.77	0.314005486	0.18834978	0.130092348		85672674.28	-94745015.07	64251509.14	474.4776282	-415.3090736	789.4260915
11700		-229998168.6	-279998893.5	-69999247.97	0.315638687	0.189308236	0.130786927		85701142.94	-94769933.62	64298874.7	474.3448816	-415.386977	789.3696361
11760		-229998149.7	-279998882.2	-69999240.12	0.317272035	0.190266564	0.131481751		85729603.63	-94794856.84	64346236.88	474.212123	-415.4648699	789.3131608
11820		-229998130.6	-279998870.8	-69999232.23	0.31890553	0.191224762	0.132176821		85758056.36	-94819784.73	64393595.67	474.0793525	-415.5427523	789.2566655
11880		-229998111.5	-279998859.3	-69999224.3	0.320539172	0.192182832	0.132872135		85786501.12	-94844717.29	64440951.07	473.94657	-415.6206242	789.2001504
11940		-229998092.2	-279998847.8	-69999216.33	0.322172962	0.193140772	0.133567694		85814937.91	-94869654.53	64488303.08	473.8137756	-415.6984856	789.1436153
12000		-229998072.9	-279998836.2	-69999208.31	0.323806898	0.194098583	0.134263498		85843366.74	-94894596.44	64535651.7	473.6809692	-415.7763365	789.0870603
12060		-229998053.5	-279998824.5	-69999200.26	0.325440981	0.195056266	0.134959547		85871787.6	-94919543.02	64582996.92	473.5481509	-415.8541769	789.0304854
12120		-229998034	-279998812.8	-69999192.16	0.327075211	0.196013819	0.135655842		85900200.49	-94944494.27	64630338.75	473.4153207	-415.9320069	788.9738906
12180		-229998014.3	-279998801.1	-69999184.02	0.328709588	0.196971243	0.136352381		85928605.41	-94969450.19	64677677.18	473.2824785	-416.0098263	788.9172759
12240		-229997994.6	-279998789.2	-69999175.84	0.330344112	0.197928538	0.137049164		85957002.36	-94994410.78	64725012.22	473.1496243	-416.0876353	788.8606413
12300		-229997974.8	-279998777.4	-69999167.62	0.331978783	0.198885703	0.137746193		85985391.33	-95019376.04	64772343.86	473.0167582	-416.1654337	788.8039868
12360		-229997954.9	-279998765.4	-69999159.35	0.333613601	0.199842739	0.138443467		86013772.34	-95044345.97	64819672.1	472.8838802	-416.2432216	788.7473124
12420		-229997934.9	-279998753.4	-69999151.05	0.335248565	0.200799647	0.139140985		86042145.37	-95069320.56	64866996.93	472.7509903	-416.3209991	788.6906181
12480		-229997914.7	-279998741.4	-69999142.7	0.336883676	0.201756424	0.139838748		86070510.43	-95094299.82	64914318.37	472.6180885	-416.398766	788.6339039
12540		-229997894.5	-279998729.3	-69999134.31	0.338518934	0.202713073	0.140536756		86098867.52	-95119283.74	64961636.41	472.4851747	-416.4765224	788.5771698
12600		-229997874.2	-279998717.1	-69999125.87	0.340154338	0.203669592	0.141235009		86127216.63	-95144272.34	65008951.04	472.352249	-416.5542683	788.5204158
12660		-229997853.8	-279998704.9	-69999117.4	0.341789889	0.204625982	0.141933506		86155557.76	-95169265.59	65056262.26	472.2193114	-416.6320037	788.4636419
12720		-229997833.3	-279998692.6	-69999108.88	0.343425586	0.205582243	0.142632248		86183890.92	-95194263.51	65103570.08	472.0863619	-416.7097286	788.4068482
12780		-229997812.7	-279998680.3	-69999100.33	0.34506143	0.206538374	0.143331235		86212216.1	-95219266.1	65150874.49	471.9534005	-416.7874429	788.3500345
12840		-229997792	-279998667.9	-69999091.73	0.34669742	0.207494375	0.144030467		86240533.31	-95244273.34	65198175.49	471.8204272	-416.8651467	788.2932009
12900		-229997771.2	-279998655.4	-69999083.08	0.348333557	0.208450248	0.144729943		86268842.53	-95269285.25	65245473.08	471.6874419	-416.9428401	788.2363475
12960		-229997750.3	-279998642.9	-69999074.4	0.34996984	0.20940599	0.145429664		86297143.78	-95294301.82	65292767.27	471.5544448	-417.0205229	788.1794742
13020		-229997729.3	-279998630.4	-69999065.67	0.351606269	0.210361604	0.14612963		86325437.04	-95319323.05	65340058.03	471.4214358	-417.0981951	788.122581
13080		-229997708.2	-279998617.8	-69999056.91	0.353242845	0.211317087	0.14682984		86353722.33	-95344348.94	65387345.39	471.2884149	-417.1758569	788.0656679
13140		-229997687	-279998605.1	-69999048.1	0.354879567	0.212272442	0.147530295		86381999.64	-95369379.5	65434629.33	471.1553821	-417.2535081	788.0087349
13200		-229997665.7	-279998592.3	-69999039.25	0.356516435	0.213227666	0.148230994		86410268.96	-95394414.71	65481909.85	471.0223375	-417.3311487	787.951782
13260		-229997644.3	-279998579.5	-69999030.35	0.358153449	0.214182761	0.148931938		86438530.3	-95419454.58	65529186.96	470.8892809	-417.4087789	787.8948093
13320		-229997622.8	-279998566.7	-69999021.42	0.359790609	0.215137727	0.149633126		86466783.66	-95444499.1	65576460.65	470.7562125	-417.4863985	787.8378167
13380		-229997601.2	-279998553.8	-69999012.44	0.361427915	0.216092563	0.150334559		86495029.03	-95469548.29	65623730.92	470.6231322	-417.5640076	787.7808042
13440		-229997579.6	-279998540.8	-69999003.42	0.363065368	0.217047269	0.151036237		86523266.42	-95494602.13	65670997.77	470.4900401	-417.6416061	787.7237718
13500		-229997557.8	-279998527.8	-69998994.36	0.364702966	0.218001845	0.151738159		86551495.82	-95519660.62	65718261.19	470.356936	-417.7191941	787.6667196
13560		-229997535.9	-279998514.7	-69998985.25	0.36634071	0.218956292	0.152440326		86579717.24	-95544723.77	65765521.2	470.2238202	-417.7967715	787.6096475
13620		-229997513.9	-279998501.6	-69998976.1	0.367978601	0.219910609	0.153142737		86607930.66	-95569791.58	65812777.77	470.0906924	-417.8743384	787.5525555
13680		-229997491.8	-279998488.4	-69998966.92	0.369616637	0.220864796	0.153845392		86636136.11	-95594864.04	65860030.93	469.9575528	-417.9518948	787.4954436
13740		-229997469.7	-279998475.1	-69998957.69	0.371254818	0.221818854	0.154548292		86664333.56	-95619941.16	65907280.65	469.8244014	-418.0294406	787.4383119
13800		-229997447.4	-279998461.8	-69998948.41	0.372893146	0.222772781	0.155251436		86692523.02	-95645022.92	65954526.95	469.6912381	-418.1069759	787.3811603
13860		-229997425	-279998448.5	-69998939.1	0.374531619	0.223726579	0.155954825		86720704.5	-95670109.34	66001769.82	469.5580629	-418.1845006	787.3239889
13920		-229997402.5	-279998435	-69998929.74	0.376170238	0.224680247	0.156658458		86748877.98	-95695200.41	66049009.26	469.4248759	-418.2620147	787.2667976
13980		-229997380	-279998421.6	-69998920.34	0.377809003	0.225633785	0.157362336		86777043.47	-95720296.13	66096245.27	469.2916771	-418.3395183	787.2095864
14040		-229997357.3	-279998408	-69998910.9	0.379447913	0.226587193	0.158066457		86805200.97	-95745396.5	66143477.84	469.1584664	-418.4170113	787.1523554
14100		-229997334.5	-279998394.4	-69998901.41	0.381086969	0.227540471	0.158770823		86833350.48	-95770501.52	66190706.99	469.025244	-418.4944938	787.0951045
14160		-229997311.7	-279998380.8	-69998891.89	0.382726171	0.22849362	0.159475434		86861492	-95795611.19	66237932.69	468.8920096	-418.5719657	787.0378337
14220		-229997288.7	-279998367.1	-69998882.32	0.384365517	0.229446638	0.160180289		86889625.52	-95820725.51	66285154.96	468.7587635	-418.6494271	786.9805431
14280		-229997265.6	-279998353.3	-69998872.71	0.38600501	0.230399526	0.160885387		86917751.04	-95845844.48	66332373.79	468.6255055	-418.7268778	786.9232327
14340		-229997242.5	-279998339.5	-69998863.06	0.387644647	0.231352284	0.161590731		86945868.57	-95870968.09	66379589.19	468.4922357	-418.804318	786.8659024
14400		-229997219.2	-279998325.6	-69998853.36	0.38928443	0.232304913	0.162296318		86973978.11	-95896096.35	66426801.14	468.3589542	-418.8817477	786.8085522
14460		-229997195.9	-279998311.6	-69998843.62	0.390924359	0.233257411	0.16300215		87002079.65	-95921229.25	66474009.66	468.2256607	-418.9591667	786.7511822
14520		-229997172.4	-279998297.7	-69998833.84	0.392564432	0.234209779	0.163708226		87030173.18	-95946366.8	66521214.73	468.0923555	-419.0365752	786.6937923
14580		-229997148.9	-279998283.6	-69998824.02	0.394204651	0.235162017	0.164414546		87058258.73	-95971509	66568416.35	467.9590385	-419.1139731	786.6363826
14640		-229997125.2	-279998269.5	-69998814.16	0.395845015	0.236114124	0.16512111		87086336.27	-95996655.84	66615614.54	467.8257097	-419.1913605	786.5789531
14700		-229997101.5	-279998255.3	-69998804.25	0.397485524	0.237066102	0.165827918		87114405.81	-96021807.32	66662809.27	467.6923691	-419.2687372	786.5215037
14760		-229997077.6	-279998241.1	-69998794.3	0.399126179	0.238017949	0.16653497		87142467.35	-96046963.44	66710000.57	467.5590167	-419.3461034	786.4640345
14820		-229997053.7	-279998226.8	-69998784.31	0.400766978	0.238969666	0.167242267		87170520.89	-96072124.21	66757188.41	467.4256525	-419.423459	786.4065454
14880		-229997029.6	-279998212.5	-69998774.27	0.402407922	0.239921253	0.167949808		87198566.43	-96097289.62	66804372.8	467.2922765	-419.500804	786.3490365
14940		-229997005.5	-279998198.1	-69998764.19	0.404049012	0.24087271	0.168657592		87226603.97	-96122459.66	66851553.74	467.1588887	-419.5781384	786.2915077
15000		-229996981.2	-279998183.6	-69998754.08	0.405690246	0.241824036	0.169365621		87254633.5	-96147634.35	66898731.23	467.0254892	-419.6554622	786.2339591
15060		-229996956.9	-279998169.1	-69998743.91	0.407331625	0.242775232	0.170073894		87282655.03	-96172813.68	66945905.27	466.8920778	-419.7327754	786.1763907
15120		-229996932.4	-279998154.6	-69998733.71	0.408973149	0.243726298	0.170782411		87310668.56	-96197997.65	66993075.85	466.7586547	-419.8100781	786.1188024
15180		-229996907.9	-279998139.9	-69998723.46	0.410614818	0.244677233	0.171491171		87338674.08	-96223186.25	67040242.98	466.6252198	-419.8873701	786.0611944
15240		-229996883.3	-279998125.3	-69998713.17	0.412256632	0.245628038	0.172200176		87366671.59	-96248379.49	67087406.65	466.4917732	-419.9646515	786.0035664
15300		-229996858.5	-279998110.5	-69998702.84	0.41389859	0.246578712	0.172909425		87394661.1	-96273577.37	67134566.87	466.3583148	-420.0419224	785.9459187
15360		-229996833.7	-279998095.7	-69998692.47	0.415540693	0.247529256	0.173618917		87422642.6	-96298779.89	67181723.62	466.2248446	-420.1191826	785.8882511
15420		-229996808.8	-279998080.9	-69998682.05	0.417182941	0.24847967	0.174328654		87450616.09	-96323987.04	67228876.92	466.0913627	-420.1964322	785.8305637
15480		-229996783.7	-279998066	-69998671.59	0.418825333	0.249429953	0.175038635		87478581.57	-96349198.82	67276026.75	465.9578691	-420.2736713	785.7728565
15540		-229996758.6	-279998051	-69998661.09	0.42046787	0.250380105	0.175748859		87506539.04	-96374415.24	67323173.12	465.8243636	-420.3508997	785.7151294
15600		-229996733.4	-279998036	-69998650.54	0.422110551	0.251330127	0.176459327		87534488.5	-96399636.3	67370316.03	465.6908465	-420.4281175	785.6573826
15660		-229996708	-279998020.9	-69998639.95	0.423753377	0.252280019	0.177170039		87562429.95	-96424861.99	67417455.47	465.5573176	-420.5053247	785.5996159
15720		-229996682.6	-279998005.8	-69998629.32	0.425396347	0.25322978	0.177880995		87590363.39	-96450092.3	67464591.45	465.4237769	-420.5825213	785.5418294
15780		-229996657.1	-279997990.6	-69998618.65	0.427039461	0.25417941	0.178592195		87618288.82	-96475327.26	67511723.96	465.2902245	-420.6597072	785.484023
15840		-229996631.5	-279997975.3	-69998607.94	0.42868272	0.255128909	0.179303638		87646206.23	-96500566.84	67558853	465.1566604	-420.7368826	785.4261969
15900		-229996605.8	-279997960	-69998597.18	0.430326124	0.256078278	0.180015326		87674115.63	-96525811.05	67605978.57	465.0230846	-420.8140473	785.3683509
15960		-229996579.9	-279997944.6	-69998586.38	0.431969671	0.257027517	0.180727257		87702017.02	-96551059.89	67653100.67	464.889497	-420.8912014	785.3104852
16020		-229996554	-279997929.2	-69998575.53	0.433613363	0.257976624	0.181439432		87729910.39	-96576313.37	67700219.3	464.7558977	-420.9683449	785.2525996
16080		-229996528	-279997913.7	-69998564.65	0.435257199	0.258925601	0.18215185		87757795.74	-96601571.47	67747334.46	464.6222867	-421.0454777	785.1946942
16140		-229996501.9	-279997898.2	-69998553.72	0.436901179	0.259874447	0.182864512		87785673.08	-96626834.2	67794446.14	464.4886639	-421.1225999	785.136769
16200		-229996475.7	-279997882.6	-69998542.75	0.438545303	0.260823162	0.183577418		87813542.4	-96652101.55	67841554.35	464.3550295	-421.1997115	785.078824
16260		-229996449.4	-279997867	-69998531.73	0.440189571	0.261771747	0.184290568		87841403.7	-96677373.53	67888659.08	464.2213834	-421.2768125	785.0208592
16320		-229996422.9	-279997851.3	-69998520.67	0.441833983	0.2627202	0.185003961		87869256.98	-96702650.14	67935760.33	464.0877255	-421.3539028	784.9628745
16380		-229996396.4	-279997835.5	-69998509.57	0.44347854	0.263668523	0.185717598		87897102.25	-96727931.38	67982858.1	463.9540559	-421.4309825	784.9048701
16440		-229996369.8	-279997819.7	-69998498.43	0.44512324	0.264616715	0.186431479		87924939.49	-96753217.24	68029952.39	463.8203747	-421.5080516	784.8468459
16500		-229996343.1	-279997803.8	-69998487.24	0.446768084	0.265564776	0.187145603		87952768.71	-96778507.72	68077043.2	463.6866817	-421.58511	784.7888019
16560		-229996316.3	-279997787.9	-69998476.02	0.448413071	0.266512706	0.18785997		87980589.91	-96803802.83	68124130.53	463.5529771	-421.6621578	784.7307381
16620		-229996289.4	-279997771.9	-69998464.74	0.450058203	0.267460505	0.188574582		88008403.09	-96829102.56	68171214.38	463.4192608	-421.7391949	784.6726545
16680		-229996262.4	-279997755.8	-69998453.43	0.451703478	0.268408173	0.189289436		88036208.25	-96854406.91	68218294.74	463.2855328	-421.8162214	784.614551
16740		-229996235.3	-279997739.7	-69998442.07	0.453348898	0.26935571	0.190004535		88064005.38	-96879715.88	68265371.61	463.1517931	-421.8932372	784.5564278
16800		-229996208.1	-279997723.6	-69998430.67	0.45499446	0.270303116	0.190719876		88091794.49	-96905029.47	68312444.99	463.0180417	-421.9702424	784.4982848
16860		-229996180.8	-279997707.3	-69998419.23	0.456640167	0.271250391	0.191435462		88119575.57	-96930347.69	68359514.89	462.8842786	-422.0472369	784.4401221
16920		-229996153.4	-279997691.1	-69998407.74	0.458286017	0.272197535	0.192151291		88147348.62	-96955670.52	68406581.3	462.7505039	-422.1242208	784.3819395
16980		-229996125.9	-279997674.7	-69998396.21	0.45993201	0.273144548	0.192867363		88175113.66	-96980997.98	68453644.21	462.6167175	-422.201194	784.3237371
17040		-229996098.3	-279997658.3	-69998384.64	0.461578147	0.27409143	0.193583678		88202870.66	-97006330.05	68500703.64	462.4829195	-422.2781566	784.265515
17100		-229996070.6	-279997641.9	-69998373.03	0.463224428	0.27503818	0.194300237		88230619.63	-97031666.74	68547759.57	462.3491098	-422.3551085	784.207273
17160		-229996042.8	-279997625.4	-69998361.37	0.464870852	0.2759848	0.19501704		88258360.58	-97057008.04	68594812.01	462.2152884	-422.4320497	784.1490113
17220		-229996014.9	-279997608.8	-69998349.67	0.466517419	0.276931288	0.195734086		88286093.5	-97082353.97	68641860.95	462.0814554	-422.5089803	784.0907298
17280		-229995986.9	-279997592.2	-69998337.92	0.46816413	0.277877645	0.196451375		88313818.38	-97107704.51	68688906.39	461.9476107	-422.5859002	784.0324285
17340		-229995958.8	-279997575.5	-69998326.14	0.469810984	0.278823871	0.197168907		88341535.24	-97133059.66	68735948.34	461.8137544	-422.6628095	783.9741075
17400		-229995930.7	-279997558.8	-69998314.31	0.471457981	0.279769965	0.197886683		88369244.07	-97158419.43	68782986.78	461.6798864	-422.739708	783.9157667
17460		-229995902.4	-279997542	-69998302.43	0.473105121	0.280715928	0.198604702		88396944.86	-97183783.81	68830021.73	461.5460068	-422.816596	783.857406
17520		-229995874	-279997525.2	-69998290.52	0.474752405	0.28166176	0.199322965		88424637.62	-97209152.81	68877053.17	461.4121156	-422.8934732	783.7990257
17580		-229995845.5	-279997508.3	-69998278.56	0.476399832	0.282607461	0.200041471		88452322.35	-97234526.42	68924081.11	461.2782127	-422.9703397	783.7406255
17640		-229995816.9	-279997491.3	-69998266.55	0.478047402	0.28355303	0.200760219		88479999.04	-97259904.64	68971105.55	461.1442982	-423.0471956	783.6822056
17700		-229995788.2	-279997474.3	-69998254.51	0.479695115	0.284498468	0.201479212		88507667.7	-97285287.47	69018126.48	461.010372	-423.1240408	783.6237659
17760		-229995759.5	-279997457.2	-69998242.42	0.48134297	0.285443774	0.202198447		88535328.32	-97310674.91	69065143.91	460.8764343	-423.2008753	783.5653064
17820		-229995730.6	-279997440.1	-69998230.29	0.482990969	0.286388949	0.202917926		88562980.91	-97336066.96	69112157.83	460.7424849	-423.2776992	783.5068272
17880		-229995701.6	-279997422.9	-69998218.11	0.484639111	0.287333993	0.203637647		88590625.46	-97361463.62	69159168.24	460.6085239	-423.3545123	783.4483282
17940		-229995672.5	-279997405.7	-69998205.9	0.486287396	0.288278905	0.204357612		88618261.97	-97386864.9	69206175.14	460.4745513	-423.4313148	783.3898094
18000		-229995643.3	-279997388.4	-69998193.63	0.487935823	0.289223685	0.20507782		88645890.44	-97412270.77	69253178.53	460.3405671	-423.5081066	783.3312709
18060		-229995614.1	-279997371	-69998181.33	0.489584393	0.290168334	0.205798272		88673510.87	-97437681.26	69300178.4	460.2065713	-423.5848877	783.2727126
18120		-229995584.7	-279997353.6	-69998168.98	0.491233106	0.291112851	0.206518966		88701123.27	-97463096.35	69347174.77	460.0725639	-423.6616581	783.2141346
18180		-229995555.2	-279997336.2	-69998156.59	0.492881962	0.292057237	0.207239903		88728727.62	-97488516.05	69394167.61	459.9385448	-423.7384178	783.1555368
18240		-229995525.6	-279997318.6	-69998144.16	0.49453096	0.293001491	0.207961084		88756323.93	-97513940.36	69441156.95	459.8045142	-423.8151668	783.0969192
18300		-229995496	-279997301.1	-69998131.68	0.496180101	0.293945614	0.208682507		88783912.21	-97539369.27	69488142.76	459.670472	-423.8919051	783.0382819
18360		-229995466.2	-279997283.4	-69998119.16	0.497829385	0.294889605	0.209404174		88811492.43	-97564802.78	69535125.06	459.5364182	-423.9686327	782.9796248
18420		-229995436.3	-279997265.7	-69998106.59	0.499478811	0.295833464	0.210126083		88839064.62	-97590240.9	69582103.84	459.4023528	-424.0453496	782.920948
18480		-229995406.4	-279997248	-69998093.99	0.50112838	0.296777192	0.210848236		88866628.76	-97615683.62	69629079.09	459.2682759	-424.1220557	782.8622514
18540		-229995376.3	-279997230.2	-69998081.33	0.502778091	0.297720788	0.211570631		88894184.86	-97641130.94	69676050.83	459.1341873	-424.1987512	782.8035351
18600		-229995346.1	-279997212.3	-69998068.64	0.504427944	0.298664252	0.21229327		88921732.91	-97666582.87	69723019.04	459.0000872	-424.275436	782.744799
18660		-229995315.9	-279997194.4	-69998055.9	0.50607794	0.299607584	0.213016151		88949272.91	-97692039.4	69769983.73	458.8659755	-424.3521101	782.6860432
18720		-229995285.5	-279997176.4	-69998043.12	0.507728078	0.300550784	0.213739275		88976804.87	-97717500.52	69816944.89	458.7318522	-424.4287734	782.6272677
18780		-229995255	-279997158.4	-69998030.3	0.509378359	0.301493853	0.214462642		89004328.78	-97742966.25	69863902.53	458.5977174	-424.5054261	782.5684724
18840		-229995224.5	-279997140.3	-69998017.43	0.511028781	0.30243679	0.215186252		89031844.65	-97768436.57	69910856.63	458.463571	-424.582068	782.5096573
18900		-229995193.8	-279997122.2	-69998004.52	0.512679346	0.303379595	0.215910105		89059352.46	-97793911.5	69957807.21	458.3294131	-424.6586992	782.4508226
18960		-229995163	-279997103.9	-69997991.56	0.514330053	0.304322268	0.216634201		89086852.22	-97819391.02	70004754.26	458.1952436	-424.7353197	782.391968
19020		-229995132.2	-279997085.7	-69997978.57	0.515980902	0.305264809	0.21735854		89114343.94	-97844875.14	70051697.78	458.0610625	-424.8119294	782.3330938
19080		-229995101.2	-279997067.4	-69997965.52	0.517631894	0.306207218	0.218083121		89141827.6	-97870363.86	70098637.77	457.9268699	-424.8885285	782.2741998
19140		-229995070.2	-279997049	-69997952.44	0.519283027	0.307149496	0.218807945		89169303.22	-97895857.17	70145574.22	457.7926658	-424.9651168	782.2152861
19200		-229995039	-279997030.6	-69997939.31	0.520934302	0.308091641	0.219533012		89196770.78	-97921355.07	70192507.14	457.6584501	-425.0416944	782.1563526
19260		-229995007.8	-279997012.1	-69997926.14	0.52258572	0.309033654	0.220258322		89224230.28	-97946857.58	70239436.52	457.5242229	-425.1182612	782.0973994
19320		-229994976.4	-279996993.5	-69997912.92	0.524237279	0.309975535	0.220983874		89251681.74	-97972364.67	70286362.36	457.3899841	-425.1948174	782.0384265
19380		-229994944.9	-279996974.9	-69997899.66	0.52588898	0.310917284	0.22170967		89279125.13	-97997876.36	70333284.67	457.2557338	-425.2713627	781.9794339
19440		-229994913.4	-279996956.3	-69997886.36	0.527540823	0.311858901	0.222435707		89306560.48	-98023392.64	70380203.43	457.121472	-425.3478974	781.9204215
19500		-229994881.7	-279996937.6	-69997873.02	0.529192807	0.312800386	0.223161988		89333987.77	-98048913.52	70427118.66	456.9871987	-425.4244213	781.8613894
19560		-229994850	-279996918.8	-69997859.63	0.530844933	0.313741739	0.223888511		89361407	-98074438.98	70474030.34	456.8529138	-425.5009345	781.8023376
19620		-229994818.1	-279996900	-69997846.19	0.532497202	0.31468296	0.224615277		89388818.17	-98099969.04	70520938.48	456.7186174	-425.5774369	781.743266
19680		-229994786.2	-279996881.1	-69997832.72	0.534149611	0.315624048	0.225342285		89416221.29	-98125503.68	70567843.08	456.5843095	-425.6539286	781.6841748
19740		-229994754.1	-279996862.2	-69997819.2	0.535802163	0.316565004	0.226069537		89443616.35	-98151042.92	70614744.13	456.4499901	-425.7304095	781.6250638
19800		-229994722	-279996843.2	-69997805.63	0.537454855	0.317505829	0.22679703		89471003.35	-98176586.74	70661641.63	456.3156592	-425.8068797	781.5659331
19860		-229994689.7	-279996824.1	-69997792.02	0.53910769	0.31844652	0.227524766		89498382.29	-98202135.16	70708535.59	456.1813168	-425.8833392	781.5067827
19920		-229994657.4	-279996805	-69997778.37	0.540760666	0.31938708	0.228252745		89525753.17	-98227688.16	70755426	456.0469629	-425.9597879	781.4476126
19980		-229994625	-279996785.9	-69997764.68	0.542413783	0.320327507	0.228980966		89553115.99	-98253245.74	70802312.85	455.9125975	-426.0362258	781.3884227
20040		-229994592.4	-279996766.6	-69997750.94	0.544067042	0.321267802	0.22970943		89580470.74	-98278807.92	70849196.16	455.7782206	-426.112653	781.3292132
20100		-229994559.8	-279996747.4	-69997737.15	0.545720442	0.322207964	0.230438136		89607817.43	-98304374.68	70896075.91	455.6438322	-426.1890694	781.2699839
20160		-229994527	-279996728	-69997723.33	0.547373983	0.323147994	0.231167085		89635156.06	-98329946.02	70942952.11	455.5094323	-426.2654751	781.210735
20220		-229994494.2	-279996708.6	-69997709.46	0.549027666	0.324087892	0.231896276		89662486.63	-98355521.95	70989824.75	455.375021	-426.34187	781.1514663
20280		-229994461.2	-279996689.2	-69997695.54	0.55068149	0.325027657	0.23262571		89689809.13	-98381102.46	71036693.84	455.2405981	-426.4182541	781.0921779
20340		-229994428.2	-279996669.7	-69997681.59	0.552335455	0.32596729	0.233355386		89717123.57	-98406687.56	71083559.37	455.1061638	-426.4946275	781.0328698
20400		-229994395.1	-279996650.1	-69997667.59	0.553989561	0.326906791	0.234085305		89744429.94	-98432277.24	71130421.34	454.971718	-426.5709901	780.973542
20460		-229994361.8	-279996630.5	-69997653.54	0.555643809	0.327846159	0.234815465		89771728.24	-98457871.49	71177279.76	454.8372608	-426.6473419	780.9141945
20520		-229994328.5	-279996610.8	-69997639.45	0.557298197	0.328785394	0.235545869		89799018.48	-98483470.33	71224134.61	454.702792	-426.723683	780.8548274
20580		-229994295	-279996591.1	-69997625.32	0.558952726	0.329724497	0.236276514		89826300.64	-98509073.76	71270985.9	454.5683119	-426.8000133	780.7954405
20640		-229994261.5	-279996571.3	-69997611.14	0.560607397	0.330663467	0.237007402		89853574.74	-98534681.76	71317833.62	454.4338202	-426.8763328	780.7360339
20700		-229994227.9	-279996551.5	-69997596.92	0.562262208	0.331602305	0.237738532		89880840.77	-98560294.34	71364677.79	454.2993171	-426.9526416	780.6766076
20760		-229994194.1	-279996531.6	-69997582.66	0.56391716	0.33254101	0.238469905		89908098.73	-98585911.5	71411518.38	454.1648026	-427.0289395	780.6171617
